/TITLE,THIS IS REULT OF BH056-L-8-50Mat
  20.
NODE      EQUIVALENTSTRESS      PRINCIPALSTRESS      EQVSTRAIN      PRINCIPALSTRAIN
          251.    0.20250E+01    0.16449E+01    0.19353E-02    0.13228E-02
          252.    0.17316E+00    0.12858E+00    0.17121E-02    0.11072E-02
          253.    0.58941E+00    0.41855E+00    0.17019E-02    0.10514E-02
          254.    0.89854E+00   -0.22008E+00    0.16565E-01    0.45965E-02
          255.    0.12063E+01   -0.38464E+00    0.10933E-01    0.27408E-02
          256.    0.81536E+00   -0.22908E+00    0.14281E-01    0.38300E-02
          257.    0.60265E+00   -0.38487E+00    0.98673E-02    0.20757E-02
          258.    0.21448E+00   -0.25651E+00    0.96894E-03    0.20870E-03
          259.    0.16894E+00   -0.25720E+00    0.53956E-03    0.90553E-04
          260.    0.10461E+00   -0.19660E+00    0.24764E-03    0.26826E-04
          261.    0.44216E+00   -0.23645E+00    0.18254E-02    0.60398E-03
          262.    0.15308E+01    0.10249E+01    0.97395E-03    0.60609E-03
          263.    0.41982E+00    0.17510E+00    0.85054E-03    0.53936E-03
          264.    0.47898E+01    0.52256E+01    0.12968E-02    0.93884E-03
          265.    0.15904E+01    0.11404E+01    0.90181E-03    0.61355E-03
          266.    0.40123E+00    0.24838E+00    0.12023E-02    0.46233E-03
          267.    0.52391E+00    0.97433E-01    0.16086E-02    0.62840E-03
          268.    0.12892E+01   -0.37080E+00    0.14582E-02    0.37402E-03
          269.    0.76402E+00    0.20243E+00    0.16966E-02    0.54834E-03
          270.    0.20268E+01    0.26848E+00    0.24318E-03    0.10719E-03
          271.    0.39051E+01    0.35183E+01    0.64084E-03    0.44996E-03
          272.    0.47975E+01    0.46583E+01    0.52008E-03    0.36347E-03
          273.    0.32149E+01    0.18756E+01    0.35401E-03    0.22111E-03
          274.    0.29562E+01    0.41727E+01    0.12224E-02    0.93571E-03
          275.    0.21785E+01    0.10884E+01    0.16928E-02    0.90311E-03
          276.    0.19775E+01    0.91484E+00    0.24094E-02    0.14391E-02
          277.    0.42461E+01    0.28828E+01    0.20130E-02    0.13317E-02
          278.    0.27925E+00    0.40417E-01    0.13099E-02    0.70260E-03
          279.    0.12186E+00    0.98395E-01    0.23675E-02    0.16191E-02
          280.    0.28144E+00   -0.26629E-01    0.21553E-02    0.15534E-02
          281.    0.11058E+00    0.90493E-01    0.31469E-02    0.23180E-02
          282.    0.13292E+01    0.31029E+00    0.13168E-02    0.84632E-03
          283.    0.12406E+01   -0.21679E+00    0.91857E-03    0.45511E-03
          284.    0.17313E+01   -0.66400E+00    0.72756E-03    0.26812E-03
          285.    0.95971E+00    0.13260E+01    0.15320E-02    0.11215E-02
          286.    0.16714E+01    0.66746E+00    0.51624E-02    0.25103E-02
          287.    0.10868E+01    0.17697E+00    0.46781E-02    0.17757E-02
          288.    0.18279E+01    0.64034E+00    0.83928E-02    0.39164E-02
          289.    0.22791E+01    0.46697E+00    0.84968E-02    0.36847E-02
          290.    0.76528E+00    0.77275E+00    0.38978E-03    0.27716E-03
          291.    0.35479E+01    0.35238E+01    0.46454E-03    0.33130E-03
          292.    0.34067E+00    0.36255E+00    0.36678E-03    0.25738E-03
          293.    0.10360E+01    0.11744E+01    0.21961E-03    0.15240E-03
          294.    0.10771E+01    0.32364E-01    0.13614E-01    0.51257E-02
          295.    0.29085E+01    0.17680E+01    0.96116E-02    0.32233E-02
          296.    0.31903E+01    0.23639E+00    0.84975E-02    0.28354E-02
          297.    0.10458E+01    0.93592E-01    0.18414E-01    0.68358E-02
          298.    0.33985E+00    0.34928E+00    0.27465E-03    0.18623E-03
          299.    0.30047E+01    0.29212E+01    0.48370E-03    0.34342E-03
          300.    0.18746E+01    0.14923E+01    0.33056E-03    0.22399E-03
          301.    0.17822E+00    0.10857E+00    0.17317E-03    0.76592E-04
          302.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          303.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          304.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          305.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          306.    0.20491E+01    0.66366E+00    0.39050E-02    0.15882E-02
          307.    0.34617E+01    0.94892E+00    0.37049E-02    0.16573E-02
          308.    0.43031E+01   -0.42205E-01    0.32253E-02    0.13132E-02
          309.    0.30533E+01    0.11255E+01    0.28020E-02    0.14699E-02
          310.    0.75452E+00    0.82863E+00    0.50466E-02    0.29378E-02
          311.    0.85571E+00    0.48991E+00    0.33033E-02    0.15634E-02
          312.    0.62639E+00    0.34513E+00    0.48243E-02    0.26454E-02
